subj_idx,rt,response,condition,session,cond_v
DSPD1079,0.303,1,go,2,go2
DSPD1079,0.417,1,go,2,go2
DSPD1079,0.305,1,go,2,go2
DSPD1079,0.345,1,go,2,go2
DSPD1079,0.462,1,go,2,go2
DSPD1079,0.441,1,nogo,2,nogo2
DSPD1079,0.47,1,go,2,go2
DSPD1079,-1,0,nogo,2,nogo2
DSPD1079,0.353,1,go,2,go2
DSPD1079,0.351,1,nogo,2,nogo2
DSPD1079,0.326,1,go,2,go2
DSPD1079,-1,0,nogo,2,nogo2
DSPD1079,0.439,1,go,2,go2
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.401,1,nogo,1,nogo1
DSPD1080,0.328,1,nogo,1,nogo1
DSPD1080,0.263,1,go,1,go1
DSPD1080,0.392,1,go,1,go1
DSPD1080,0.379,1,go,1,go1
DSPD1080,0.543,1,go,1,go1
DSPD1080,0.455,1,nogo,1,nogo1
DSPD1080,0.377,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.297,1,go,1,go1
DSPD1080,0.382,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.356,1,go,1,go1
DSPD1080,0.482,1,go,1,go1
DSPD1080,0.53,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.376,1,go,1,go1
DSPD1080,0.357,1,go,1,go1
DSPD1080,0.46,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.351,1,go,1,go1
DSPD1080,0.367,1,go,1,go1
DSPD1080,0.416,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.33,1,go,1,go1
DSPD1080,0.325,1,go,1,go1
DSPD1080,0.339,1,go,1,go1
DSPD1080,0.311,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.323,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.254,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.308,1,go,1,go1
DSPD1080,0.417,1,go,1,go1
DSPD1080,0.375,1,go,1,go1
DSPD1080,0.333,1,go,1,go1
DSPD1080,0.343,1,nogo,1,nogo1
DSPD1080,0.319,1,go,1,go1
DSPD1080,0.395,1,go,1,go1
DSPD1080,0.357,1,go,1,go1
DSPD1080,0.383,1,nogo,1,nogo1
DSPD1080,0.451,1,go,1,go1
DSPD1080,0.353,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.336,1,go,1,go1
DSPD1080,0.338,1,go,1,go1
DSPD1080,0.315,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.344,1,go,1,go1
DSPD1080,0.388,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.309,1,go,1,go1
DSPD1080,0.527,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.332,1,go,1,go1
DSPD1080,0.378,1,go,1,go1
DSPD1080,0.421,1,go,1,go1
DSPD1080,0.317,1,go,1,go1
DSPD1080,0.407,1,go,1,go1
DSPD1080,0.288,1,go,1,go1
DSPD1080,0.431,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.683,1,go,1,go1
DSPD1080,0.371,1,go,1,go1
DSPD1080,0.503,1,go,1,go1
DSPD1080,0.539,1,go,1,go1
DSPD1080,0.496,1,go,1,go1
DSPD1080,0.662,1,go,1,go1
DSPD1080,0.469,1,go,1,go1
DSPD1080,0.644,1,go,1,go1
DSPD1080,0.461,1,go,1,go1
DSPD1080,0.377,1,go,1,go1
DSPD1080,0.353,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.473,1,go,1,go1
DSPD1080,0.622,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.311,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.468,1,go,1,go1
DSPD1080,0.338,1,go,1,go1
DSPD1080,0.328,1,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,1.462,1,nogo,1,nogo1
DSPD1080,0.364,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.368,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,0.284,1,nogo,1,nogo1
DSPD1080,0.471,1,go,1,go1
DSPD1080,0.494,1,go,1,go1
DSPD1080,0.485,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.388,1,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.401,1,go,1,go1
DSPD1080,0.29,1,go,1,go1
DSPD1080,0.454,1,go,1,go1
DSPD1080,0.354,1,go,1,go1
DSPD1080,0.585,1,go,1,go1
DSPD1080,0.332,1,go,1,go1
DSPD1080,0.886,1,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.294,1,go,1,go1
DSPD1080,0.854,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.584,1,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,go,1,go1
DSPD1080,0.327,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.402,1,go,1,go1
DSPD1080,0.501,1,go,1,go1
DSPD1080,0.56,1,go,1,go1
DSPD1080,0.64,1,go,1,go1
DSPD1080,0.348,1,go,1,go1
DSPD1080,0.327,1,go,1,go1
DSPD1080,0.362,1,go,1,go1
DSPD1080,0.283,1,go,1,go1
DSPD1080,0.457,1,go,1,go1
DSPD1080,0.346,1,go,1,go1
DSPD1080,0.347,1,go,1,go1
DSPD1080,0.34,1,go,1,go1
DSPD1080,0.291,1,go,1,go1
DSPD1080,0.267,1,go,1,go1
DSPD1080,0.295,1,go,1,go1
DSPD1080,0.361,1,go,1,go1
DSPD1080,0.224,1,go,1,go1
DSPD1080,0.279,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.379,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.402,1,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.425,1,nogo,1,nogo1
DSPD1080,0.624,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,-1,0,go,1,go1
DSPD1080,0.332,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.32,1,go,1,go1
DSPD1080,0.324,1,go,1,go1
DSPD1080,0.262,1,go,1,go1
DSPD1080,-1,0,nogo,1,nogo1
DSPD1080,0.276,1,go,1,go1
DSPD1080,0.298,1,go,1,go1
DSPD1080,0.389,1,go,1,go1
DSPD1080,-1,0,go,2,go2
DSPD1080,0.303,1,go,2,go2
DSPD1080,0.426,1,go,2,go2
DSPD1080,0.334,1,nogo,2,nogo2
DSPD1080,0.668,1,go,2,go2
DSPD1080,0.381,1,go,2,go2
DSPD1080,0.439,1,go,2,go2
DSPD1080,0.307,1,go,2,go2
DSPD1080,0.326,1,go,2,go2
DSPD1080,0.35,1,go,2,go2
DSPD1080,0.326,1,go,2,go2
DSPD1080,0.357,1,nogo,2,nogo2
DSPD1080,0.261,1,go,2,go2
DSPD1080,0.361,1,go,2,go2
DSPD1080,0.364,1,go,2,go2
DSPD1080,0.329,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.382,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.31,1,go,2,go2
DSPD1080,0.481,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.447,1,go,2,go2
DSPD1080,0.359,1,go,2,go2
DSPD1080,0.253,1,go,2,go2
DSPD1080,0.443,1,go,2,go2
DSPD1080,0.328,1,go,2,go2
DSPD1080,0.463,1,go,2,go2
DSPD1080,0.34,1,go,2,go2
DSPD1080,0.541,1,nogo,2,nogo2
DSPD1080,0.461,1,go,2,go2
DSPD1080,0.463,1,go,2,go2
DSPD1080,0.355,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.316,1,go,2,go2
DSPD1080,0.327,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.314,1,go,2,go2
DSPD1080,0.324,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.321,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.348,1,go,2,go2
DSPD1080,0.367,1,go,2,go2
DSPD1080,0.393,1,go,2,go2
DSPD1080,0.336,1,go,2,go2
DSPD1080,0.359,1,go,2,go2
DSPD1080,0.302,1,go,2,go2
DSPD1080,0.386,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.331,1,go,2,go2
DSPD1080,0.371,1,nogo,2,nogo2
DSPD1080,0.309,1,nogo,2,nogo2
DSPD1080,0.395,1,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.37,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.335,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.323,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.598,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.363,1,go,2,go2
DSPD1080,0.382,1,go,2,go2
DSPD1080,0.362,1,go,2,go2
DSPD1080,0.379,1,go,2,go2
DSPD1080,0.33,1,go,2,go2
DSPD1080,0.509,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,go,2,go2
DSPD1080,0.347,1,go,2,go2
DSPD1080,0.642,1,go,2,go2
DSPD1080,0.374,1,go,2,go2
DSPD1080,0.279,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.413,1,go,2,go2
DSPD1080,0.288,1,go,2,go2
DSPD1080,0.449,1,nogo,2,nogo2
DSPD1080,0.234,1,nogo,2,nogo2
DSPD1080,0.336,1,nogo,2,nogo2
DSPD1080,0.34,1,go,2,go2
DSPD1080,0.416,1,go,2,go2
DSPD1080,0.255,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.333,1,go,2,go2
DSPD1080,0.36,1,go,2,go2
DSPD1080,0.465,1,go,2,go2
DSPD1080,0.338,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.33,1,go,2,go2
DSPD1080,0.602,1,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.33,1,go,2,go2
DSPD1080,0.355,1,go,2,go2
DSPD1080,0.308,1,go,2,go2
DSPD1080,0.376,1,go,2,go2
DSPD1080,0.319,1,go,2,go2
DSPD1080,0.337,1,go,2,go2
DSPD1080,0.349,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.369,1,go,2,go2
DSPD1080,0.372,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.317,1,go,2,go2
DSPD1080,0.343,1,go,2,go2
DSPD1080,0.24,1,go,2,go2
DSPD1080,0.277,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.418,1,go,2,go2
DSPD1080,0.401,1,nogo,2,nogo2
DSPD1080,0.311,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.312,1,go,2,go2
DSPD1080,0.441,1,go,2,go2
DSPD1080,0.508,1,go,2,go2
DSPD1080,0.365,1,go,2,go2
DSPD1080,0.346,1,go,2,go2
DSPD1080,0.425,1,go,2,go2
DSPD1080,0.717,1,go,2,go2
DSPD1080,0.47,1,go,2,go2
DSPD1080,0.369,1,go,2,go2
DSPD1080,0.422,1,go,2,go2
DSPD1080,0.352,1,nogo,2,nogo2
DSPD1080,0.215,1,nogo,2,nogo2
DSPD1080,0.29,1,go,2,go2
DSPD1080,0.323,1,go,2,go2
DSPD1080,-1,0,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.338,1,go,2,go2
DSPD1080,0.358,1,go,2,go2
DSPD1080,0.267,1,go,2,go2
DSPD1080,0.397,1,go,2,go2
DSPD1080,0.326,1,go,2,go2
DSPD1080,0.382,1,go,2,go2
DSPD1080,0.341,1,nogo,2,nogo2
DSPD1080,0.325,1,go,2,go2
DSPD1080,0.522,1,go,2,go2
DSPD1080,0.346,1,go,2,go2
DSPD1080,0.373,1,go,2,go2
DSPD1080,0.369,1,go,2,go2
DSPD1080,0.367,1,go,2,go2
DSPD1080,0.343,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.439,1,nogo,2,nogo2
DSPD1080,0.311,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.321,1,go,2,go2
DSPD1080,0.577,1,go,2,go2
DSPD1080,0.396,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.215,1,nogo,2,nogo2
DSPD1080,0.549,1,go,2,go2
DSPD1080,0.418,1,go,2,go2
DSPD1080,0.382,1,go,2,go2
DSPD1080,0.243,1,go,2,go2
DSPD1080,0.356,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.19,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,-1,0,go,2,go2
DSPD1080,0.768,1,nogo,2,nogo2
DSPD1080,0.276,1,go,2,go2
DSPD1080,-1,0,nogo,2,nogo2
DSPD1080,0.218,1,go,2,go2
DSPD1088,0.816,1,go,1,go1
DSPD1088,0.29,1,go,1,go1
DSPD1088,0.396,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.365,1,go,1,go1
DSPD1088,0.437,1,go,1,go1
DSPD1088,0.373,1,go,1,go1
DSPD1088,0.365,1,go,1,go1
DSPD1088,0.359,1,go,1,go1
DSPD1088,0.392,1,go,1,go1
DSPD1088,0.484,1,go,1,go1
DSPD1088,0.456,1,nogo,1,nogo1
DSPD1088,0.41,1,go,1,go1
DSPD1088,0.697,1,go,1,go1
DSPD1088,0.595,1,go,1,go1
DSPD1088,0.624,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.714,1,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.565,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.436,1,go,1,go1
DSPD1088,0.33,1,go,1,go1
DSPD1088,0.32,1,go,1,go1
DSPD1088,0.515,1,go,1,go1
DSPD1088,0.42,1,go,1,go1
DSPD1088,0.324,1,go,1,go1
DSPD1088,0.422,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,1.004,1,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.593,1,go,1,go1
DSPD1088,0.376,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.276,1,go,1,go1
DSPD1088,0.338,1,go,1,go1
DSPD1088,0.405,1,go,1,go1
DSPD1088,0.424,1,go,1,go1
DSPD1088,0.346,1,go,1,go1
DSPD1088,0.33,1,go,1,go1
DSPD1088,0.456,1,go,1,go1
DSPD1088,0.383,1,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.409,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.378,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.679,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.314,1,go,1,go1
DSPD1088,0.367,1,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,0.346,1,go,1,go1
DSPD1088,0.43,1,go,1,go1
DSPD1088,0.823,1,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,0.279,1,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.589,1,go,1,go1
DSPD1088,0.811,1,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,0.331,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.43,1,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,0.567,1,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.649,1,go,1,go1
DSPD1088,0.363,1,nogo,1,nogo1
DSPD1088,0.355,1,go,1,go1
DSPD1088,0.339,1,go,1,go1
DSPD1088,0.392,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.33,1,go,1,go1
DSPD1088,0.561,1,go,1,go1
DSPD1088,0.399,1,go,1,go1
DSPD1088,0.342,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.309,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.43,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.591,1,go,1,go1
DSPD1088,0.443,1,go,1,go1
DSPD1088,0.397,1,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,0.633,1,go,1,go1
DSPD1088,0.265,1,go,1,go1
DSPD1088,0.367,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.375,1,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.352,1,go,1,go1
DSPD1088,0.414,1,go,1,go1
DSPD1088,0.26,1,go,1,go1
DSPD1088,0.327,1,go,1,go1
DSPD1088,0.31,1,nogo,1,nogo1
DSPD1088,0.446,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.402,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,0.269,1,go,1,go1
DSPD1088,0.451,1,go,1,go1
DSPD1088,0.344,1,go,1,go1
DSPD1088,0.4,1,go,1,go1
DSPD1088,0.682,1,go,1,go1
DSPD1088,0.597,1,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.405,1,go,1,go1
DSPD1088,0.337,1,go,1,go1
DSPD1088,0.31,1,go,1,go1
DSPD1088,0.429,1,go,1,go1
DSPD1088,0.318,1,go,1,go1
DSPD1088,0.281,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.55,1,go,1,go1
DSPD1088,0.378,1,go,1,go1
DSPD1088,0.387,1,go,1,go1
DSPD1088,0.386,1,go,1,go1
DSPD1088,0.391,1,go,1,go1
DSPD1088,0.457,1,go,1,go1
DSPD1088,0.865,1,go,1,go1
DSPD1088,0.29,1,go,1,go1
DSPD1088,0.342,1,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,0.286,1,go,1,go1
DSPD1088,0.345,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.488,1,go,1,go1
DSPD1088,0.297,1,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.372,1,go,1,go1
DSPD1088,0.318,1,nogo,1,nogo1
DSPD1088,0.349,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,0.601,1,go,1,go1
DSPD1088,-1,0,nogo,1,nogo1
DSPD1088,-1,0,go,1,go1
DSPD1088,1.379,1,go,2,go2
DSPD1088,0.312,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.407,1,go,2,go2
DSPD1088,0.328,1,go,2,go2
DSPD1088,0.325,1,go,2,go2
DSPD1088,0.334,1,go,2,go2
DSPD1088,0.385,1,go,2,go2
DSPD1088,0.367,1,go,2,go2
DSPD1088,0.383,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.327,1,go,2,go2
DSPD1088,0.401,1,go,2,go2
DSPD1088,0.323,1,go,2,go2
DSPD1088,0.343,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.36,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.314,1,go,2,go2
DSPD1088,0.402,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.37,1,go,2,go2
DSPD1088,0.369,1,go,2,go2
DSPD1088,0.471,1,go,2,go2
DSPD1088,0.331,1,go,2,go2
DSPD1088,0.344,1,go,2,go2
DSPD1088,0.352,1,go,2,go2
DSPD1088,0.344,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.369,1,go,2,go2
DSPD1088,0.379,1,go,2,go2
DSPD1088,0.368,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.362,1,go,2,go2
DSPD1088,0.373,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.467,1,go,2,go2
DSPD1088,0.423,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.322,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.385,1,go,2,go2
DSPD1088,0.329,1,go,2,go2
DSPD1088,0.491,1,go,2,go2
DSPD1088,0.312,1,go,2,go2
DSPD1088,0.286,1,go,2,go2
DSPD1088,0.258,1,go,2,go2
DSPD1088,0.431,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.308,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.316,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.324,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.296,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.333,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.617,1,go,2,go2
DSPD1088,0.601,1,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.409,1,go,2,go2
DSPD1088,0.339,1,go,2,go2
DSPD1088,0.355,1,go,2,go2
DSPD1088,0.693,1,go,2,go2
DSPD1088,0.303,1,go,2,go2
DSPD1088,0.323,1,go,2,go2
DSPD1088,0.357,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.586,1,go,2,go2
DSPD1088,0.349,1,go,2,go2
DSPD1088,0.515,1,go,2,go2
DSPD1088,0.333,1,go,2,go2
DSPD1088,0.323,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.462,1,go,2,go2
DSPD1088,0.372,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.357,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.324,1,go,2,go2
DSPD1088,0.326,1,go,2,go2
DSPD1088,0.306,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.334,1,go,2,go2
DSPD1088,0.542,1,go,2,go2
DSPD1088,0.322,1,go,2,go2
DSPD1088,0.467,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.488,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.497,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.305,1,go,2,go2
DSPD1088,0.564,1,go,2,go2
DSPD1088,0.46,1,go,2,go2
DSPD1088,0.387,1,go,2,go2
DSPD1088,0.34,1,go,2,go2
DSPD1088,0.293,1,go,2,go2
DSPD1088,0.478,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.306,1,go,2,go2
DSPD1088,0.322,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.342,1,go,2,go2
DSPD1088,0.373,1,go,2,go2
DSPD1088,0.472,1,go,2,go2
