subj_idx,rt,response,condition,session,cond_v
DSPD1088,0.377,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.757,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.456,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.384,1,go,2,go2
DSPD1088,0.475,1,go,2,go2
DSPD1088,0.773,1,go,2,go2
DSPD1088,0.286,1,go,2,go2
DSPD1088,0.302,1,go,2,go2
DSPD1088,0.332,1,go,2,go2
DSPD1088,0.509,1,go,2,go2
DSPD1088,0.295,1,go,2,go2
DSPD1088,0.247,1,go,2,go2
DSPD1088,0.295,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.288,1,go,2,go2
DSPD1088,0.333,1,go,2,go2
DSPD1088,0.471,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.235,1,go,2,go2
DSPD1088,0.313,1,go,2,go2
DSPD1088,0.357,1,go,2,go2
DSPD1088,0.511,1,go,2,go2
DSPD1088,0.315,1,go,2,go2
DSPD1088,0.403,1,go,2,go2
DSPD1088,0.322,1,nogo,2,nogo2
DSPD1088,0.372,1,go,2,go2
DSPD1088,0.303,1,go,2,go2
DSPD1088,0.396,1,go,2,go2
DSPD1088,0.292,1,go,2,go2
DSPD1088,0.303,1,go,2,go2
DSPD1088,0.322,1,go,2,go2
DSPD1088,0.293,1,go,2,go2
DSPD1088,0.321,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.289,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.321,1,go,2,go2
DSPD1088,0.603,1,go,2,go2
DSPD1088,0.344,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.509,1,go,2,go2
DSPD1088,0.357,1,go,2,go2
DSPD1088,0.309,1,go,2,go2
DSPD1088,0.264,1,go,2,go2
DSPD1088,0.343,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.796,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.311,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.305,1,go,2,go2
DSPD1088,-1,0,nogo,2,nogo2
DSPD1088,0.323,1,go,2,go2
